"","chapter","character","line"
"3548",9,"Michael","The ""real"" Eleanor was attending a conference on the death penalty, and you stopped by to pick up food for a local homeless shelter."
"3549",9,"Michael","And Fake Eleanor was there buying margarita mix and a magazine called, ""Celebrity Baby Plastic Surgery Disasters""."
"3550",9,"Michael","Incredibly, you both died in the same 10,000th of a second, in the same traffic accident, because Real Eleanor was trying to save Fake Eleanor's life by pushing you out of the way of the truck."
"3551",9,"Eleanor Shellstrop","I guess you really botched that one, eh?"
"3552",9,"Real Eleanor","I did, and I am so, so sorry."
"3553",9,"Eleanor Shellstrop","It's all good."
"3554",9,"Chidi Anagonye","So, how did you not realize you had the wrong Eleanor?"
"3555",9,"Michael","Oh, we don't know what people look like, only names and profiles."
"3556",9,"Michael","On Earth, they're just dots on a map."
"3557",9,"Trevor","Whatever, we got our wires crossed, we picked up the wrong dot, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah, blah."
"3558",9,"Trevor","Point is, there are two Eleanors."
"3559",9,"Trevor","The nice, boring one is yours."
"3560",9,"Trevor","The trash bag is ours."
"3561",9,"Michael","Eh --"
"3562",9,"Trevor","So, trash bag, let's go."
"3563",9,"Trevor","Let's hit it."
"3564",9,"Trevor","And, also… I'm still waiting on that smile, gorgeous."
"3565",9,"Michael","Trevor."
"3566",9,"Trevor","Where's that smile?"
"3567",9,"Michael","Trevor, how about we negotiate."
"3568",9,"Michael","Maybe give you something else?"
"3569",9,"Trevor","What in the world could you have that we would want?"
"3570",9,"Michael","All right, how about a unicorn?"
"3571",9,"Michael","Right?"
"3572",9,"Michael","I bet you don't have one of those."
"3573",9,"Trevor","No, that is true, yeah."
"3574",9,"Trevor","Might be fun to skin it alive, eat its raw flesh, maybe break off the horn, grind it up, snort it."
"3575",9,"Trevor","Okay, let's keep talking."
"3576",9,"Trevor","Yeah."
"3577",9,"Michael","Fake Eleanor, a word?"
"3578",9,"Eleanor Shellstrop","It's just me, man."
"3579",9,"Eleanor Shellstrop","You can just say, ""Eleanor""."
"3580",9,"Michael","Sorry, it just makes things easier."
"3581",9,"Michael","Look, I'm not even sure how it would work for you to stay here now that we know there's a ""real"" Eleanor, but in the meantime, stay on your toes."
"3582",9,"Michael","Don't let Trevor get inside your head."
"3583",9,"Eleanor Shellstrop","Can I ask you something?"
"3584",9,"Eleanor Shellstrop","Why are you helping me?"
"3585",9,"Michael","Well, Chidi made a very good argument on your behalf, but it's more than that."
"3586",9,"Michael","I truly believe that The Good Place is where you belong."
"3587",9,"Michael","You're part of our team."
"3588",9,"Gloria","Hi!"
"3589",9,"Gloria","Oh, you must be the new student Eleanor Shellstrop."
"3590",9,"Gloria","I'm Gloria, the senior class secretary."
"3591",9,"Eleanor Shellstrop","Cool."
"3592",9,"Gloria","Well, welcome to Adobe High, home of the Scorpi-otes!"
"3593",9,"Gloria","Half the school wanted to be the Scorpions, half wanted to be the Coyotes, so we compromised."
"3594",9,"Gloria","Why don't I give you a tour after lunch?"
"3595",9,"Eleanor Shellstrop","Yeah, no thanks, mop-top."
"3596",9,"Gloria","Uh, sorry?"
"3597",9,"Eleanor Shellstrop","Don't need your help, don't wanna sign your yearbook in, like, gel pen, don't wanna bedazzle our college essays, or whatever."
"3598",9,"Eleanor Shellstrop","I'm here for like six months, and I'm gonna fly solo."
"3599",9,"Jessica","Beat it, Gloria."
"3600",9,"Jessica","She is, like, such a dork."
"3601",9,"Jessica","She, like, loves this school so much."
"3602",9,"Jessica","Why don't you come sit with us?"
"3603",9,"Jessica","We'll teach you which guys are cute and which teachers are secretly pervs --"
"3604",9,"Eleanor Shellstrop","Yeah, that's a hard pass as well."
"3605",9,"Eleanor Shellstrop","I don't wanna get chunky highlights, make fun of nerds, and steal your mom's flavored vodka."
"3606",9,"Eleanor Shellstrop","I get your whole ""mean girl"" thing, and I'm all set with it, thanks."
"3607",9,"Eleanor Shellstrop","In fact… listen up, everyone."
"3608",9,"Eleanor Shellstrop","I'm Eleanor, I'm new here, and as a blanket statement for everyone, I don't wanna be a part of whatever little group you've formed because they're all equally lame."
"3609",9,"Eleanor Shellstrop","Everybody cool?"
"3610",9,"Eleanor Shellstrop","Great."
"3611",9,"Todd","Hey, that was really cool, the way you told all those posers --"
"3612",9,"Eleanor Shellstrop","No."
"3613",9,"Tahani Al-Jamil","Michael, welcome."
"3614",9,"Tahani Al-Jamil","How can I help you?"
"3615",9,"Michael","Well… if I'm going to save Fake Eleanor, I need some help negotiating."
"3616",9,"Michael","I don't even know what to offer."
"3617",9,"Michael","I mean, what do you get somebody who wants to eat a unicorn?"
"3618",9,"Michael","A unicorn bib, yes!"
"3619",9,"Michael","No, no, uh, unicorn holders, you know, like, like corn holders, but for unicorns?"
"3620",9,"Tahani Al-Jamil","Perhaps, it'd be better if we just move away from the unicorn thing altogether."
"3621",9,"Michael","No, you're right, you're right."
"3622",9,"Michael","And anyway, there's a bigger problem."
"3623",9,"Michael","The Bad Place Crew, they're all terrible bullies, and they outnumber me."
"3624",9,"Michael","They even have their own Bad Janet."
"3625",9,"Michael","I'll show you."
"3626",9,"Michael","Bad Janet?"
"3627",9,"Bad Janet","What?"
"3628",9,"Michael","Bad Janet, uh, where is the nearest cafe?"
"3629",9,"Bad Janet","Oh, um, that's a good question."
"3630",9,"Bad Janet","It's up your mom's butt, you fat dink."
"3631",9,"Tahani Al-Jamil","What is even the purpose of a Janet who behaves in such a manner?"
"3632",9,"Michael","Unclear, but the… the point is I never have to deal with negative emotion of any sort."
"3633",9,"Michael","I could use some backup, Tahani."
"3634",9,"Tahani Al-Jamil","Oh, Michael, of course."
"3635",9,"Tahani Al-Jamil","Why don't you just bring them all here?"
"3636",9,"Tahani Al-Jamil","Surely, this magnificent house will placate them."
"3637",9,"Michael","Oh, perfect, perfect."
"3638",9,"Michael","I'll be right back."
"3639",9,"Eleanor Shellstrop","Well, here's… your house."
"3640",9,"Real Eleanor","It's beautiful, I love Icelandic primitive design."
"3641",9,"Real Eleanor","I kind of wish it had a clown nook, oh!"
"3642",9,"Real Eleanor","There it is."
"3643",9,"Eleanor Shellstrop","Here's the bedroom."
"3644",9,"Eleanor Shellstrop","It's kind of hard to get up on this dumb ledge though, it's like --"
"3645",9,"Eleanor Shellstrop","You have got to be forking kidding me."
"3646",9,"Trevor","Hey, Fake Eleanor, we used this same clown painting to decorate the room you were supposed to live in down there."
"3647",9,"Trevor","I swear to Bieber."
"3648",9,"Chidi Anagonye","Wait, what was your house like?"
"3649",9,"Real Eleanor","Well, I was living in what I assume is Eleanor's worst nightmare."
"3650",9,"Real Eleanor","Every day was basically one endless baby shower for a woman I didn't know."
"3651",9,"Real Eleanor","But also, somehow, I had to organize it."
"3652",9,"Real Eleanor","And, if I didn't remember everyone's name, I got a very strong electric shock."
"3653",9,"Trevor","Yep, that was my pitch."
"3654",9,"Real Eleanor","And, then at night, it was pretty classic torture."
"3655",9,"Real Eleanor","Uh, flying piranhas, lava monsters, college improv, and there was always jazz music playing."
"3656",9,"Eleanor Shellstrop","Ugh, I hate jazz."
"3657",9,"Eleanor Shellstrop","Every jazz song is, like, 40 minutes long."
"3658",9,"Eleanor Shellstrop","It's like, we get it."
"3659",9,"Eleanor Shellstrop","You can blow on a trumpet."
"3660",9,"Eleanor Shellstrop","Wrap it up, Elton John."
"3661",9,"Chidi Anagonye","Famously a piano player."
"3662",9,"Real Eleanor","I don't mean to be a bother, but could I possibly get some water and whatever food doesn't turn to spiders in your mouth?"
"3663",9,"Chidi Anagonye","Oh, of course, so sorry."
"3664",9,"Chidi Anagonye","Let's get some dinner."
"3665",9,"Trevor","Yeah, we'll all go."
"3666",9,"Trevor","Perfect double date."
"3667",9,"Trevor","Two losers, a trash bag, and a demon."
"3668",9,"Trevor","Let's hit it."
"3669",9,"Trevor","Eeh!"
"3670",9,"Tahani Al-Jamil","All right, Michael, we're going to ply them with delicious food and drink, and then we're going to subtly segue into negotiation."
"3671",9,"Michael","They're sure to be in a good mood."
"3672",9,"Michael","Everything is absolutely beautiful."
"3673",9,"Dana","This sucks, dude."
"3674",9,"Troy","Yeah, this food, uh, blows."
"3675",9,"Troy","Yo, Good Janet."
"3676",9,"Janet","Hi, there."
"3677",9,"Troy","Oh, gimme some jalapeno poppers."
"3678",9,"Janet","Sure, quick question, what is a ""jalapeno""?"
"3679",9,"Janet","Also, what is a ""poppers""?"
"3680",9,"Janet","Also, what is ""jalapeno poppers""?"
"3681",9,"Michael","Oops!"
"3682",9,"Michael","Sorry, guys."
"3683",9,"Michael","See, in the confusion, Janet got rebooted, so she hasn't quite uploaded all of the info she usually knows."
"3684",9,"Chad","That's hilarious."
"3685",9,"Chad","She's almost as stupid as people."
"3686",9,"Michael","Oh, hey now, come on."
"3687",9,"Michael","Let's not insult people, please."
"3688",9,"Troy","I'm Michael, I love idiot humans!"
"3689",9,"Michael","I got to admit, that does sound like me."
"3690",9,"Chad","""I got to admit, that does sound like me."""
"3691",9,"Michael","Oh, nailed it again."
"3692",9,"Dana","Go get me a drink."
"3693",9,"Michael","Yes, of course."
"3694",9,"Trevor","Ah, man, this is gonna make a primo dump later on."
"3695",9,"Chidi Anagonye","Well, that looks delicious."
"3696",9,"Chidi Anagonye","What is that?"
"3697",9,"Real Eleanor","Oh, it's Tom Yum Goong soup."
"3698",9,"Real Eleanor","It reminds me of when I was in Thailand rescuing victims of human trafficking."
"3699",9,"Chidi Anagonye","Oh, that sounds so good."
"3700",9,"Chidi Anagonye","I mean, the soup, not the… human trafficking."
"3701",9,"Real Eleanor","Oh, and I think your grilled eggplant looks so good."
"3702",9,"Chidi Anagonye","Should we…"
"3703",9,"Chidi Anagonye","Splitsies?"
"3704",9,"Real Eleanor","Splitsies?"
"3705",9,"Real Eleanor","Yeah!"
"3706",9,"Trevor","I can't believe you thought you could pretend to be Real Eleanor."
"3707",9,"Trevor","She's like a perfect ball of light, and you're like a… wet pile of mulch."
"3708",9,"Trevor","Someone made a person out of wet mulch and leaves and like, dead slugs, and that's you."
"3709",9,"Eleanor Shellstrop","Whatever, it's easy when you're just born perfect."
"3710",9,"Eleanor Shellstrop","My parents were both dirt bags who split up when I was eight."
"3711",9,"Real Eleanor","I don't mean to eavesdrop, but did you say your parents got a divorce?"
"3712",9,"Eleanor Shellstrop","Yeah, and that kind of thing really changes a person."
"3713",9,"Eleanor Shellstrop","I mean, that trauma… it can explain away a lot of behavior."
"3714",9,"Real Eleanor","Oh, of course."
"3715",9,"Eleanor Shellstrop","Your parents are still together, I guess."
"3716",9,"Real Eleanor","Oh, actually, I'm not sure."
"3717",9,"Real Eleanor","I never met my birth parents."
"3718",9,"Real Eleanor","They put me in an empty fish tank and abandoned me at a train station in Bangladesh."
"3719",9,"Real Eleanor","Luckily, I was found and adopted by a very nice couple, the Shellstrops…"
"3720",9,"Trevor","Oh, thank God."
"3721",9,"Real Eleanor","But then they died when I was four… bird flu."
"3722",9,"Chidi Anagonye","That's awful."
"3723",9,"Real Eleanor","Anyway, orphanage burned down, yadda, yadda, yadda."
"3724",9,"Real Eleanor","Made my way to America, yadda, yadda, yadda."
"3725",9,"Real Eleanor","Learned English from watching Seinfeld, put myself through law school, and here I am."
"3726",9,"Trevor","Huh."
"3727",9,"Trevor","And, I'm sorry, what… what is it you said happened to you?"
"3728",9,"Trevor","The same thing that happens to half of all kids in America?"
"3729",9,"Chidi Anagonye","And for you to have gone through all that, and to end up where you did, it is just… it's just amazing."
"3730",9,"Trevor","Oh, man, these horn-dogs are vibing like mofos."
"3731",9,"Trevor","Am I right, Fake Eleanor?"
"3732",9,"Eleanor Shellstrop","Please, stop calling me that."
"3733",9,"Trevor","Oh, you got it, third wheel."
"3734",9,"Trevor","Yeah, that wine's no good."
"3735",9,"Trevor","I'm sending it back."
"3736",9,"Jason Mendoza","Hey, Janet."
"3737",9,"Jason Mendoza","You look sad."
"3738",9,"Janet","People keep asking me questions that I don't know the answers to."
"3739",9,"Jason Mendoza","That was my whole life on Earth."
"3740",9,"Jason Mendoza","You know, it doesn't matter if you know things."
"3741",9,"Jason Mendoza","All that matters is what's in your heart."
"3742",9,"Janet","Thanks, Jianyu."
"3743",9,"Janet","I mean, it does matter if I know things, because I'm an informational delivery system, and I don't have a heart, but thanks."
"3744",9,"Janet","Jianyu, I know usually you ask me questions, but can I ask you a question?"
"3745",9,"Jason Mendoza","Sure."
"3746",9,"Janet","What are jalapeno poppers?"
"3747",9,"Jason Mendoza","Oh, I know this one!"
"3748",9,"Jason Mendoza","Okay, they're deep fried jalapenos filled with cheese."
"3749",9,"Jason Mendoza","One time, at a Buffalo Wild Wings in Jacksonville, but the nice one, not the one above the gas station, I ate 50 of them in two minutes."
"3750",9,"Jason Mendoza","Everyone at the hospital was so impressed."
"3751",9,"Janet","Got it."
"3752",9,"Janet","Thanks, Jianyu."
"3753",9,"Jason Mendoza","You're welcome."
"3754",9,"Janet","Why did you do that?"
"3755",9,"Jason Mendoza","Because you're the only person here that's nice to me."
"3756",9,"Janet","Okay."
"3757",9,"Tahani Al-Jamil","Anyone up for a little, uh, icebreaker?"
"3758",9,"Tahani Al-Jamil","You know, I once did trust falls with Barry Diller, and it was the beginning of a lifelong friendship."
"3759",9,"Michael","And then, once we trust each other, then we can discuss making a deal for Fake Eleanor."
"3760",9,"Dana","This sucks."
"3761",9,"Dana","How do you guys eat without listening to hard-core porn?"
"3762",9,"Michael","Oh, come on, this is The Good Place, you can do anything you want."
"3763",9,"Chad","What about throwing a rager and totally trashing this place?"
"3764",9,"Troy","Woo-hoo."
"3765",9,"Troy","Yeah, I'd be into that."
"3766",9,"Alexis","We could totally go to town."
"3767",9,"Tahani Al-Jamil","You know, I actually don't think that's such a good idea."
"3768",9,"Michael","Let's party!"
"3769",9,"Chad","Oh, my God!"
"3770",9,"Real Eleanor","So, um, Chidi tells me that he's teaching you about ethics."
